,city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
913776,Rio de Janeiro,3304557.0,2020-03-06,202010,6747815.0,6718903.0,False,False,1,0.01482,2020-03-06,0.0,0,1,city,RJ,1,0
913779,Rio de Janeiro,3304557.0,2020-03-07,202010,6747815.0,6718903.0,False,True,1,0.01482,2020-03-06,0.0,0,2,city,RJ,0,0
913782,Rio de Janeiro,3304557.0,2020-03-08,202011,6747815.0,6718903.0,False,False,2,0.02964,2020-03-08,0.0,0,3,city,RJ,1,0
913785,Rio de Janeiro,3304557.0,2020-03-09,202011,6747815.0,6718903.0,False,True,2,0.02964,2020-03-08,0.0,0,4,city,RJ,0,0
913788,Rio de Janeiro,3304557.0,2020-03-10,202011,6747815.0,6718903.0,False,True,2,0.02964,2020-03-08,0.0,0,5,city,RJ,0,0
913791,Rio de Janeiro,3304557.0,2020-03-11,202011,6747815.0,6718903.0,False,True,2,0.02964,2020-03-08,0.0,0,6,city,RJ,0,0
913795,Rio de Janeiro,3304557.0,2020-03-12,202011,6747815.0,6718903.0,False,False,13,0.19265,2020-03-12,0.0,0,7,city,RJ,11,0
913799,Rio de Janeiro,3304557.0,2020-03-13,202011,6747815.0,6718903.0,False,True,13,0.19265,2020-03-12,0.0,0,8,city,RJ,0,0
913803,Rio de Janeiro,3304557.0,2020-03-14,202011,6747815.0,6718903.0,False,True,13,0.19265,2020-03-12,0.0,0,9,city,RJ,0,0
913807,Rio de Janeiro,3304557.0,2020-03-15,202012,6747815.0,6718903.0,False,False,22,0.32603,2020-03-15,0.0,0,10,city,RJ,9,0
913811,Rio de Janeiro,3304557.0,2020-03-16,202012,6747815.0,6718903.0,False,False,23,0.34085,2020-03-16,0.0,0,11,city,RJ,1,0
913815,Rio de Janeiro,3304557.0,2020-03-17,202012,6747815.0,6718903.0,False,True,23,0.34085,2020-03-16,0.0,0,12,city,RJ,0,0
913820,Rio de Janeiro,3304557.0,2020-03-18,202012,6747815.0,6718903.0,False,False,55,0.81508,2020-03-18,0.0,0,13,city,RJ,32,0
913826,Rio de Janeiro,3304557.0,2020-03-19,202012,6747815.0,6718903.0,False,False,56,0.8299,2020-03-19,0.0,0,14,city,RJ,1,0
913832,Rio de Janeiro,3304557.0,2020-03-20,202012,6747815.0,6718903.0,False,True,56,0.8299,2020-03-19,0.0,0,15,city,RJ,0,0
913840,Rio de Janeiro,3304557.0,2020-03-21,202012,6747815.0,6718903.0,False,False,99,1.46714,2020-03-21,0.0,0,16,city,RJ,43,0
913848,Rio de Janeiro,3304557.0,2020-03-22,202013,6747815.0,6718903.0,False,False,168,2.48969,2020-03-22,0.0,0,17,city,RJ,69,0
913856,Rio de Janeiro,3304557.0,2020-03-23,202013,6747815.0,6718903.0,False,False,212,3.14176,2020-03-23,0.0047,1,18,city,RJ,44,1
913867,Rio de Janeiro,3304557.0,2020-03-24,202013,6747815.0,6718903.0,False,False,276,4.09021,2020-03-24,0.0109,3,19,city,RJ,64,2
913880,Rio de Janeiro,3304557.0,2020-03-25,202013,6747815.0,6718903.0,False,False,331,4.90529,2020-03-25,0.0151,5,20,city,RJ,55,2
913895,Rio de Janeiro,3304557.0,2020-03-26,202013,6747815.0,6718903.0,False,False,368,5.45362,2020-03-26,0.0163,6,21,city,RJ,37,1
913911,Rio de Janeiro,3304557.0,2020-03-27,202013,6747815.0,6718903.0,False,False,431,6.38725,2020-03-27,0.0139,6,22,city,RJ,63,0
913929,Rio de Janeiro,3304557.0,2020-03-28,202013,6747815.0,6718903.0,False,False,489,7.24679,2020-03-28,0.0184,9,23,city,RJ,58,3
913949,Rio de Janeiro,3304557.0,2020-03-29,202014,6747815.0,6718903.0,False,False,516,7.64692,2020-03-29,0.0252,13,24,city,RJ,27,4
913973,Rio de Janeiro,3304557.0,2020-03-30,202014,6747815.0,6718903.0,False,False,553,8.19525,2020-03-30,0.0235,13,25,city,RJ,37,0
914000,Rio de Janeiro,3304557.0,2020-03-31,202014,6747815.0,6718903.0,False,False,586,8.68429,2020-03-31,0.0307,18,26,city,RJ,33,5
914029,Rio de Janeiro,3304557.0,2020-04-01,202014,6747815.0,6718903.0,False,False,697,10.32927,2020-04-01,0.0287,20,27,city,RJ,111,2
914061,Rio de Janeiro,3304557.0,2020-04-02,202014,6747815.0,6718903.0,False,False,798,11.82605,2020-04-02,0.0388,31,28,city,RJ,101,11
914098,Rio de Janeiro,3304557.0,2020-04-03,202014,6747815.0,6718903.0,False,False,867,12.8486,2020-04-03,0.0415,36,29,city,RJ,69,5
914138,Rio de Janeiro,3304557.0,2020-04-04,202014,6747815.0,6718903.0,False,False,982,14.55286,2020-04-04,0.0387,38,30,city,RJ,115,2
914179,Rio de Janeiro,3304557.0,2020-04-05,202015,6747815.0,6718903.0,False,False,1068,15.82735,2020-04-05,0.0393,42,31,city,RJ,86,4
914223,Rio de Janeiro,3304557.0,2020-04-06,202015,6747815.0,6718903.0,False,False,1110,16.44977,2020-04-06,0.0423,47,32,city,RJ,42,5
914273,Rio de Janeiro,3304557.0,2020-04-07,202015,6747815.0,6718903.0,False,False,1251,18.53933,2020-04-07,0.0472,59,33,city,RJ,141,12
914325,Rio de Janeiro,3304557.0,2020-04-08,202015,6747815.0,6718903.0,False,False,1449,21.47362,2020-04-08,0.0504,73,34,city,RJ,198,14
914380,Rio de Janeiro,3304557.0,2020-04-09,202015,6747815.0,6718903.0,False,False,1633,24.20043,2020-04-09,0.0502,82,35,city,RJ,184,9
914440,Rio de Janeiro,3304557.0,2020-04-10,202015,6747815.0,6718903.0,False,False,1808,26.79386,2020-04-10,0.0509,92,36,city,RJ,175,10
914501,Rio de Janeiro,3304557.0,2020-04-11,202015,6747815.0,6718903.0,False,False,1905,28.23136,2020-04-11,0.0514,98,37,city,RJ,97,6
914563,Rio de Janeiro,3304557.0,2020-04-12,202016,6747815.0,6718903.0,False,False,1996,29.57995,2020-04-12,0.0531,106,38,city,RJ,91,8
914627,Rio de Janeiro,3304557.0,2020-04-13,202016,6747815.0,6718903.0,False,False,2322,34.41114,2020-04-13,0.0495,115,39,city,RJ,326,9
914692,Rio de Janeiro,3304557.0,2020-04-14,202016,6747815.0,6718903.0,False,False,2393,35.46333,2020-04-14,0.0585,140,40,city,RJ,71,25
914761,Rio de Janeiro,3304557.0,2020-04-15,202016,6747815.0,6718903.0,False,False,2519,37.3306,2020-04-15,0.0663,167,41,city,RJ,126,27
914831,Rio de Janeiro,3304557.0,2020-04-16,202016,6747815.0,6718903.0,False,False,2659,39.40535,2020-04-16,0.0733,195,42,city,RJ,140,28
914901,Rio de Janeiro,3304557.0,2020-04-17,202016,6747815.0,6718903.0,False,False,2946,43.65858,2020-04-17,0.0743,219,43,city,RJ,287,24
914972,Rio de Janeiro,3304557.0,2020-04-18,202016,6747815.0,6718903.0,False,False,3059,45.33319,2020-04-18,0.0775,237,44,city,RJ,113,18
915043,Rio de Janeiro,3304557.0,2020-04-19,202017,6747815.0,6718903.0,False,False,3126,46.32611,2020-04-19,0.0784,245,45,city,RJ,67,8
915114,Rio de Janeiro,3304557.0,2020-04-20,202017,6747815.0,6718903.0,False,False,3243,48.06,2020-04-20,0.0792,257,46,city,RJ,117,12
915186,Rio de Janeiro,3304557.0,2020-04-21,202017,6747815.0,6718903.0,False,False,3587,53.15795,2020-04-21,0.0789,283,47,city,RJ,344,26
915259,Rio de Janeiro,3304557.0,2020-04-22,202017,6747815.0,6718903.0,False,False,3656,54.1805,2020-04-22,0.0829,303,48,city,RJ,69,20
915334,Rio de Janeiro,3304557.0,2020-04-23,202017,6747815.0,6718903.0,False,False,4027,59.67858,2020-04-23,0.08,322,49,city,RJ,371,19
915410,Rio de Janeiro,3304557.0,2020-04-24,202017,6747815.0,6718903.0,False,False,4091,60.62703,2020-04-24,0.0848,347,50,city,RJ,64,25
915487,Rio de Janeiro,3304557.0,2020-04-25,202017,6747815.0,6718903.0,False,False,4481,66.40668,2020-04-25,0.0819,367,51,city,RJ,390,20
915565,Rio de Janeiro,3304557.0,2020-04-26,202018,6747815.0,6718903.0,False,False,4498,66.65861,2020-04-26,0.0849,382,52,city,RJ,17,15
915646,Rio de Janeiro,3304557.0,2020-04-27,202018,6747815.0,6718903.0,False,False,5261,77.96598,2020-04-27,0.077,405,53,city,RJ,763,23
915728,Rio de Janeiro,3304557.0,2020-04-28,202018,6747815.0,6718903.0,False,False,5554,82.30812,2020-04-28,0.0821,456,54,city,RJ,293,51
915810,Rio de Janeiro,3304557.0,2020-04-29,202018,6747815.0,6718903.0,False,False,5689,84.30877,2020-04-29,0.0872,496,55,city,RJ,135,40
915893,Rio de Janeiro,3304557.0,2020-04-30,202018,6747815.0,6718903.0,False,False,5903,87.48017,2020-04-30,0.0906,535,56,city,RJ,214,39
915977,Rio de Janeiro,3304557.0,2020-05-01,202018,6747815.0,6718903.0,False,False,6189,91.71858,2020-05-01,0.0927,574,57,city,RJ,286,39
916062,Rio de Janeiro,3304557.0,2020-05-02,202018,6747815.0,6718903.0,False,False,6448,95.55686,2020-05-02,0.0935,603,58,city,RJ,259,29
916147,Rio de Janeiro,3304557.0,2020-05-03,202019,6747815.0,6718903.0,False,False,6750,100.03238,2020-05-03,0.0935,631,59,city,RJ,302,28
916232,Rio de Janeiro,3304557.0,2020-05-04,202019,6747815.0,6718903.0,False,False,7283,107.93123,2020-05-04,0.092,670,60,city,RJ,533,39
916318,Rio de Janeiro,3304557.0,2020-05-05,202019,6747815.0,6718903.0,False,False,7832,116.0672,2020-05-05,0.091,713,61,city,RJ,549,43
916404,Rio de Janeiro,3304557.0,2020-05-06,202019,6747815.0,6718903.0,False,False,8577,127.10781,2020-05-06,0.0891,764,62,city,RJ,745,51
916490,Rio de Janeiro,3304557.0,2020-05-07,202019,6747815.0,6718903.0,False,False,9051,134.13231,2020-05-07,0.1015,919,63,city,RJ,474,155
916578,Rio de Janeiro,3304557.0,2020-05-08,202019,6747815.0,6718903.0,False,False,9672,143.33529,2020-05-08,0.1036,1002,64,city,RJ,621,83
916666,Rio de Janeiro,3304557.0,2020-05-09,202019,6747815.0,6718903.0,False,False,10479,155.29471,2020-05-09,0.1042,1092,65,city,RJ,807,90
916754,Rio de Janeiro,3304557.0,2020-05-10,202020,6747815.0,6718903.0,False,False,10520,155.90232,2020-05-10,0.107,1126,66,city,RJ,41,34
916843,Rio de Janeiro,3304557.0,2020-05-11,202020,6747815.0,6718903.0,False,False,10619,157.36946,2020-05-11,0.1104,1172,67,city,RJ,99,46
916932,Rio de Janeiro,3304557.0,2020-05-12,202020,6747815.0,6718903.0,False,False,10816,160.28892,2020-05-12,0.1183,1279,68,city,RJ,197,107
917021,Rio de Janeiro,3304557.0,2020-05-13,202020,6747815.0,6718903.0,False,False,11026,163.40104,2020-05-13,0.1236,1363,69,city,RJ,210,84
917111,Rio de Janeiro,3304557.0,2020-05-14,202020,6747815.0,6718903.0,False,False,11264,166.92811,2020-05-14,0.134,1509,70,city,RJ,238,146
917201,Rio de Janeiro,3304557.0,2020-05-15,202020,6747815.0,6718903.0,False,False,11715,173.61175,2020-05-15,0.1392,1631,71,city,RJ,451,122
917292,Rio de Janeiro,3304557.0,2020-05-16,202020,6747815.0,6718903.0,False,False,12295,182.20713,2020-05-16,0.1424,1751,72,city,RJ,580,120
917383,Rio de Janeiro,3304557.0,2020-05-17,202021,6747815.0,6718903.0,False,False,12921,191.48421,2020-05-17,0.1425,1841,73,city,RJ,626,90
917475,Rio de Janeiro,3304557.0,2020-05-18,202021,6747815.0,6718903.0,False,False,13443,199.22004,2020-05-18,0.1458,1960,74,city,RJ,522,119
917568,Rio de Janeiro,3304557.0,2020-05-19,202021,6747815.0,6718903.0,False,False,14531,215.34378,2020-05-19,0.1469,2135,75,city,RJ,1088,175
917661,Rio de Janeiro,3304557.0,2020-05-20,202021,6747815.0,6718903.0,False,False,17066,252.9115,2020-05-20,0.1318,2249,76,city,RJ,2535,114
917754,Rio de Janeiro,3304557.0,2020-05-21,202021,6747815.0,6718903.0,False,False,18743,277.76399,2020-05-21,0.1268,2376,77,city,RJ,1677,127
917847,Rio de Janeiro,3304557.0,2020-05-22,202021,6747815.0,6718903.0,False,False,20161,298.7782,2020-05-22,0.125,2520,78,city,RJ,1418,144
917940,Rio de Janeiro,3304557.0,2020-05-23,202021,6747815.0,6718903.0,False,False,21043,311.84909,2020-05-23,0.1284,2702,79,city,RJ,882,182
918033,Rio de Janeiro,3304557.0,2020-05-24,202022,6747815.0,6718903.0,False,False,21775,322.69705,2020-05-24,0.1265,2755,80,city,RJ,732,53
918126,Rio de Janeiro,3304557.0,2020-05-25,202022,6747815.0,6718903.0,False,False,22466,332.9374,2020-05-25,0.126,2831,81,city,RJ,691,76
